N,P,K,temperature,humidity,ph,rainfall,total_npk,ratio_n_p,ratio_n_k,ratio_p_k,temp_humidity,log_rainfall,label,label_name
-0.578125,-0.825,-0.6206896551724138,0.7372769669092634,0.38585468169574927,0.7957668318507739,0.3327152558804925,-1.3571428571428572,-0.5413530181409243,-0.8654099275470282,0.012302837821685075,1.048117733920564,0.2905118180662388,16,orange
-0.4375,1.775,5.827586206896552,0.7053766528291364,0.012688812756622994,-0.8825397023458689,-0.4523754105609932,2.2142857142857144,-0.49660064323700626,-0.8377315703168565,-0.3478997320610235,0.603393941466239,-0.5090895325833449,7,grapes
-0.40625,0.5,-0.27586206896551724,-0.7590687983628485,-1.9460909531676018,-0.8453091194590616,0.79323939947585,-0.47619047619047616,-0.44736602789452184,-0.5820911979613662,0.8999382492291197,-1.8638275811245568,0.6199059581578366,9,kidneybeans
0.015625,-0.325,-0.4827586206896552,0.13727814429134305,-0.6513939647687005,-0.14075275306001536,-0.9999695630893005,-0.6190476190476191,0.06529027512037558,0.4395732936318608,0.45032932263692027,-0.4076672220943974,-1.4921584652004072,13,mothbeans
-0.296875,-0.975,-0.8275862068965517,-2.241163299678176,0.3794429358045839,-0.2310138166954944,0.41698805546270046,-1.2857142857142858,0.36861186986706396,0.5254273563340287,0.12602120488754628,-0.9926744604386287,0.35623192817498295,16,orange
0.984375,-0.125,-0.4827586206896552,-0.23105445906091143,-0.15145866334476812,0.00021713804974703938,-0.4351601552862303,0.21428571428571427,0.7774367558540741,2.5687564439763637,0.6861897317057185,-0.11212180893563967,-0.48634070312648786,6,cotton
0.71875,0.7,0.7931034482758621,-0.06434735020539242,0.09438849965409708,-0.8879320721158053,0.06595884484062736,0.8452380952380952,0.096006399939647,0.06743457259975498,0.09225036644817303,0.2189430227499827,0.062061634751375584,1,banana
-0.484375,-0.95,-0.7931034482758621,1.5594846150758561,0.337199623616799,1.3888502698391645,0.3989584281012821,-1.3571428571428572,-0.2613638200359717,-0.45330998585866106,0.09653866644782053,1.5463100691565144,0.3424028878107986,16,orange
-0.015625,2.05,5.724137931034483,0.00012862181939391759,0.11581470385297678,-0.20786132540342836,-0.4335977496741866,2.630952380952381,-0.3771488153746289,-0.7530190224390455,-0.3135367569118599,0.279845401256391,-0.4842924426896568,7,grapes
-0.546875,0.7,-0.5862068965517241,-0.6904759382254342,-0.5071879192993034,1.1004303723757936,-0.9996809842079157,-0.5952380952380952,-0.5259949598739225,-0.7829899355462444,1.8150592523529459,-0.6653268932451795,-1.4914364109328857,10,lentil
-0.09375,-0.65,-0.6896551724137931,-1.2945276249589466,0.319637620824831,0.5995095183853385,0.28805442709501083,-0.9285714285714286,0.210884655209309,0.7314773908533709,0.43558801635913236,-0.3877248911184652,0.25452499060031686,16,orange
-0.25,0.0,-0.5862068965517241,0.666786556575135,0.29099688619484937,0.253790191020039,-0.7871056295467703,-0.7023809523809523,-0.2915587192400765,-1.1538798407977658e-08,1.1343244888883024,0.8932006078833188,-1.0339677747257334,14,mungbean
1.25,-0.475,0.06896551724137931,0.13067322585532734,-0.9563148719580101,0.3354305088950609,0.5488237361057502,0.44047619047619047,1.6766865119014296,1.2617531805439774,-0.170538505824401,-0.7175138750527067,0.45378393920374893,5,coffee
-0.46875,0.3,-0.27586206896551724,-1.0334312362692868,-0.5415027296686615,0.39680394336049446,-0.7067351171348989,-0.6190476190476191,-0.4739482070746645,-0.6851161905379705,0.7230429399706416,-0.8579967959145742,-0.8908796591428435,10,lentil
0.90625,-0.35,0.10344827586206896,0.3110992950672488,-0.407868837446074,-0.08520151173233274,1.6540602794284651,0.25,1.016244625611348,0.8124256878150419,-0.10899677515927146,-0.07381530523057753,1.0945612689581385,5,coffee
0.84375,-0.75,-0.20689655172413793,0.14131091238533736,-0.7800514294488358,0.8504113627598605,1.6409527509226995,-0.09523809523809523,2.0874345299896366,1.2981149234960376,-0.24137667740128124,-0.535602631146048,1.0883189706041985,5,coffee
1.171875,0.9,0.5517241379310345,0.2909798818527551,-0.10585485383622881,-0.23710314913911978,0.07955481377417924,1.2023809523809523,0.2396130721154065,0.5769399985743885,0.29186064369202336,0.2305613629390735,0.07455246442788649,1,banana
-0.265625,-0.275,-0.5862068965517241,0.7029168699674383,0.2535169159477703,0.7870602882532819,-0.842270005431614,-0.8452380952380952,-0.23803137111116696,-0.04121000753919043,0.7451548182488921,0.8747072389178295,-1.140389106176999,14,mungbean
0.75,-1.05,0.7241379310344828,0.46591475997055104,0.41482480108319897,0.016586628938504787,-1.1176432609454923,0.011904761904761904,5.188055376833227,0.12596266513177803,-0.5798911400838406,0.8937636356592675,-1.818606919262295,15,muskmelon
-0.109375,1.775,5.689655172413793,-0.7178552576771909,0.40985896656806287,-0.8795156857312834,0.1925656655963962,2.4166666666666665,-0.39217843512786427,-0.7712754131188977,-0.3413594704012512,0.07224425704901989,0.1746731008713466,0,apple
-0.359375,1.75,5.896551724137931,-2.375617376266567,0.10787671189366775,-0.2795518365323716,-0.3439759604392636,2.2857142857142856,-0.4711628837692861,-0.8227788945697316,-0.3536874252672173,-1.4331001743651084,-0.37109464593432095,7,grapes
0.8125,-1.0,0.5172413793103449,0.7399893247946557,0.4749147240350581,-0.10622471493224282,-1.1332360104953338,0.011904761904761904,4.36694240120296,0.30512937368006793,-0.5458045284280051,1.1515838998034684,-1.8674920274097895,15,muskmelon
0.84375,0.825,0.6896551724137931,0.6292344600564467,-0.06165911293398297,-0.041745804994695594,0.3855706995641376,0.9642857142857143,0.11584389236303305,0.21635251877762796,0.18725428212311448,0.47457315776477016,0.3320542192707043,1,banana
0.0625,0.275,-0.5862068965517241,0.6701009612414539,-0.5517137093159974,0.9504936521876349,-0.5001771395750297,-0.3333333333333333,-0.14018567496218015,0.8241999084690392,1.5234941595277123,-0.05305540447101613,-0.5740566843626457,2,blackgram
-0.125,-0.25,-0.3793103448275862,1.03588913816278,-0.5954696001266743,2.385080232566771,-0.5115908255156107,-0.6547619047619048,-0.11226385866645713,-0.01177427985061361,0.36609347047823076,0.06864412958177231,-0.5899782560247465,13,mothbeans
-0.03125,0.575,-0.3448275862068966,0.20878680159421417,-0.5914562074990476,0.47901778024976405,-0.8790570979904325,-0.17857142857142858,-0.25442713251970794,0.11801045241366366,1.115026857134184,-0.31378249480933773,-1.2156277175144952,10,lentil
0.96875,-0.55,0.7931034482758621,0.637124963918295,0.36751961138134903,0.2351669446100805,-1.1566698538345404,0.44047619047619047,1.5296016557342282,0.24726001841118309,-0.3901913974050198,0.959096562266637,-1.943973157927154,15,muskmelon
-0.359375,0.2,-0.3448275862068966,-0.2932264704038898,-0.4255441820965109,0.3434383835361813,-0.8107224127766216,-0.6071428571428571,-0.39740376076449885,-0.47204177556275145,0.753195544112416,-0.39741811057170173,-1.078641216195954,10,lentil
-0.203125,-0.6,-0.7931034482758621,-1.1528208077726856,0.4275766271232987,-0.2811446888205533,0.41702236760634775,-1.0238095238095237,-0.0021145410233002343,0.7829898392064405,0.9220500523268735,-0.21483932781706586,0.35625812944935087,16,orange
-0.578125,0.1,-0.2413793103448276,0.46048860010159653,-1.2410448215533973,-1.8884115188160668,-0.8297860478842096,-0.7857142857142857,-0.5413530181409243,-0.8654099275470282,0.49750142261193087,-0.8969455188930134,-1.1156607886781655,13,mothbeans
-0.140625,0.6,-0.3793103448275862,-0.12906048544986956,-1.009530177981797,-0.43448152824369596,0.33044494474255004,-0.2619047619047619,-0.31487285238310364,-0.04120999184014512,1.2252992531908034,-0.8686860986429902,0.2887023719276941,18,pigeonpeas
0.765625,-0.375,-0.27586206896551724,0.17877149676702717,-0.2574786930191038,-0.6601820109004162,-0.36307732874231724,0.0,0.9078504025312403,1.3496274128499657,0.12602127122327889,0.011793969728891391,-0.3945403975534836,11,maize
0.078125,0.55,-0.2413793103448276,1.4767137395241496,-0.44866589766549825,0.07213701251327279,-0.36478166464462974,-0.07142857142857142,-0.1923253655594528,0.17308199935596358,0.879595291247066,0.46604430818644477,-0.3966496213642506,2,blackgram
-0.4375,0.65,-0.5172413793103449,-0.93526981945632,-1.8877396106978022,-0.664120273246846,0.19284512376189974,-0.5119047619047619,-0.47044665824320986,-0.5381540743889685,1.7336874229501695,-1.8486164716264724,0.17491287343625808,9,kidneybeans
1.390625,-0.325,-0.3103448275862069,-0.027082038061173836,0.10400985743403723,-0.26107784835287245,-0.10732281743845797,0.4880952380952381,1.470148427936017,2.520976778836166,0.206777823861596,0.25138493909848697,-0.10658711718452059,6,cotton
0.390625,-0.225,0.13793103448275862,-0.4745443716522797,0.0513200419628196,-0.001503789968576278,2.6074681751744806,-0.07142857142857142,0.35416803606064623,0.19918167719721092,-0.05087402943612169,-0.07285871938227496,1.4922906514885286,20,rice
0.015625,0.225,-0.41379310344827586,0.7505800720664885,-0.6698628575796731,1.0860150885793556,-0.8124623223333222,-0.3333333333333333,-0.1571455953681699,0.3090749780388878,0.9220501496192818,-0.1497419535185303,-1.0819836754392336,10,lentil
1.265625,-0.75,0.6551724137931034,-0.18873235372766353,0.19509094337086014,0.25345980755235703,-0.7823491349716216,0.5238095238095238,2.86740446185255,0.5648194127126549,-0.4514898806532725,0.2360852144923525,-1.0251234077297986,21,watermelon
1.390625,-0.125,-0.2413793103448276,-0.18726144005848355,0.038895352165001035,0.3340628090612587,-0.5754728859414933,0.6071428571428571,1.1203220970927739,2.2500658531619475,0.3064544882943631,0.0908220065934451,-0.682227338647981,6,cotton
-0.0625,0.6,-0.3793103448275862,1.305101453918602,-0.39052228117997023,0.26560357306620186,-0.5499594033589253,-0.20238095238095238,-0.27442996564063565,0.10596856810751258,1.2252992531908034,0.45387439571910243,-0.644726522759813,2,blackgram
-0.4375,0.225,-0.3103448275862069,1.1183913473111788,-0.7864772241005811,-0.1593281528440757,-0.5168901250596969,-0.6428571428571429,-0.450356523273693,-0.6235251628053715,0.7143904495098139,-0.12669337259184402,-0.5974262432518704,13,mothbeans
-0.4375,2.15,5.793103448275862,-0.7622921919058194,0.3414523890450466,-0.8144965779695093,0.13599447319068617,2.380952380952381,-0.5015005382637134,-0.8375931785313977,-0.3064877465846381,-0.013734321837233698,0.12535909293129996,0,apple
0.828125,-0.075,0.4482758620689655,-0.25204939103002055,-0.3106018126126682,0.07962362240676744,0.9970551756846809,0.44047619047619047,0.5961031629600664,0.3708900074113887,-0.1039426198059233,-0.2706816883287585,0.7460497161195937,8,jute
-0.25,-0.55,-0.6896551724137931,-0.5574366936064207,0.39099287612400646,0.007369673166119405,0.3827256845795922,-1.0,-0.10205960247043736,0.2163524494338873,0.612483318246973,0.16672871905066608,0.32984614346974844,16,orange
-0.140625,0.725,-0.5172413793103449,-1.0222372217542082,-2.082278310190361,-0.6374815953618371,0.83644839843562,-0.25,-0.3290278625660298,0.15271939338915771,1.8150592523529459,-2.010639268606163,0.6475153072146622,9,kidneybeans
0.359375,-0.175,-0.3103448275862069,-0.12550436336710893,-0.3532721447923455,-0.72647450051829,-0.3056210002385449,-0.2261904761904762,0.2858878392748703,0.747155170730683,0.34521763085656443,-0.24410203300620367,-0.32505629864653685,11,maize
1.0,0.475,0.5517241379310345,-0.02740196041466788,-0.18545418792316093,-0.42916439068049506,0.36891029746501597,0.8690476190476191,0.3339466012374425,0.4352806308303208,0.10390937368923926,-0.029991750577171947,0.3190789854409925,1,banana
-0.578125,-0.65,-0.6206896551724138,-1.0719762915694293,0.38493218332637624,-0.07153694824959615,0.3671704102659173,-1.2738095238095237,-0.5413530181409243,-0.8654099275470282,0.27764579381229054,-0.19036615035896975,0.3177176933427666,16,orange
-0.5625,-0.55,-0.10344827586206896,0.3139499205850242,-1.0513550038329915,-0.3888598498734461,-0.021012576214920562,-1.0357142857142858,-0.5204342840613773,-0.8440944116883952,-0.1393216888520392,-0.7459611532247958,-0.020302093002533973,12,mango
1.25,-0.35,0.0,-0.4180979304434524,-0.4536749288464335,0.36501260331483626,1.148442213201709,0.47619047619047616,1.3769514483750322,1.39470087064505,-0.0564020100578015,-0.4853603213053597,0.8335451940026555,5,coffee
-0.546875,-0.3,-0.5862068965517241,0.4426846310098237,0.07974051432022129,0.048246822969987155,-0.764797827666309,-1.0714285714285714,-0.510243105644994,-0.7829899355462444,0.709775757281673,0.5174277841932193,-0.992915890566904,14,mungbean
